# U_ac_out	U_osc_ref	Pha_ref	U_osc_dut	R_ref	V_DS	V_GS	V_DUT	I_D	FRQ
0.0002282	0.0025	112.5	1	100000	0.5	-2.87	0	0.000109286045	250
0.0002284	0.0025	115.59375	1	100000	0.5	-2.87	0	0.000109287534	250
0.0002284	0.0025	118.6875	1	100000	0.5	-2.87	0	0.000109284895	250
0.0002282	0.0025	121.78125	1	100000	0.5	-2.87	0	0.000109285365	250
0.0002274	0.0025	124.875	1	100000	0.5	-2.87	0	0.000109285105	250
0.0002264	0.0025	127.96875	1	100000	0.5	-2.87	0	0.000109287538	250
0.0002252	0.0025	131.0625	1	100000	0.5	-2.87	0	0.00010928904	250
0.0002234	0.0025	134.15625	1	100000	0.5	-2.87	0	0.000109286559	250
0.0002218	0.0025	137.25	1	100000	0.5	-2.87	0	0.000109285553	250
0.00022	0.0025	140.34375	1	100000	0.5	-2.87	0	0.000109286266	250
0.0002184	0.0025	143.4375	1	100000	0.5	-2.87	0	0.000109285239	250
0.0002166	0.0025	146.53125	1	100000	0.5	-2.87	0	0.000109282852	250
0.0002142	0.0025	149.625	1	100000	0.5	-2.87	0	0.00010928628	250
0.0002112	0.0025	152.71875	1	100000	0.5	-2.87	0	0.000109281534	250
0.0002088	0.0025	155.8125	1	100000	0.5	-2.87	0	0.000109285722	250
0.0002064	0.0025	158.90625	1	100000	0.5	-2.87	0	0.00010928556	250
0.0002036	0.0025	162	1	100000	0.5	-2.87	0	0.000109285892	250
0.0002006	0.0025	165.09375	1	100000	0.5	-2.87	0	0.000109287019	250
0.0001974	0.0025	168.1875	1	100000	0.5	-2.87	0	0.000109284459	250
0.0001942	0.0025	171.28125	1	100000	0.5	-2.87	0	0.000109284038	250
0.0001906	0.0025	174.375	1	100000	0.5	-2.87	0	0.00010928802	250
0.000187	0.0025	177.46875	1	100000	0.5	-2.87	0	0.00010928902	250
0.0001834	0.0025	180.5625	1	100000	0.5	-2.87	0	0.000109289035	250
0.0001794	0.0025	183.65625	1	100000	0.5	-2.87	0	0.000109288307	250
0.0001754	0.0025	186.75	1	100000	0.5	-2.87	0	0.000109286189	250
0.0001716	0.0025	189.84375	1	100000	0.5	-2.87	0	0.000109288673	250
0.0001674	0.0025	192.9375	1	100000	0.5	-2.87	0	0.00010928914	250
0.0001632	0.0025	196.03125	1	100000	0.5	-2.87	0	0.000109292736	250
0.0001586	0.0025	199.125	1	100000	0.5	-2.87	0	0.000109290397	250
0.0001544	0.0025	202.21875	1	100000	0.5	-2.87	0	0.000109291101	250
0.0001498	0.0025	205.3125	1	100000	0.5	-2.87	0	0.000109289498	250
0.0001452	0.0025	208.40625	1	100000	0.5	-2.87	0	0.000109288458	250
0.0001406	0.0025	211.5	1	100000	0.5	-2.87	0	0.000109285198	250
0.0001358	0.0025	214.59375	1	100000	0.5	-2.87	0	0.000109284403	250
0.000131	0.0025	217.6875	1	100000	0.5	-2.87	0	0.00010928865	250
0.0001264	0.0025	220.78125	1	100000	0.5	-2.87	0	0.000109287015	250
0.0001214	0.0025	223.875	1	100000	0.5	-2.87	0	0.0001092891	250
0.0001166	0.0025	226.96875	1	100000	0.5	-2.87	0	0.000109288644	250
0.0001118	0.0025	230.0625	1	100000	0.5	-2.87	0	0.000109287984	250
0.0001064	0.0025	233.15625	1	100000	0.5	-2.87	0	0.000109285675	250
0.0001012	0.0025	236.25	1	100000	0.5	-2.87	0	0.000109286334	250
9.62e-05	0.0025	239.34375	1	100000	0.5	-2.87	0	0.000109282962	250
9.08e-05	0.0025	242.4375	1	100000	0.5	-2.87	0	0.000109280136	250
8.56e-05	0.0025	245.53125	1	100000	0.5	-2.87	0	0.000109281057	250
8.08e-05	0.0025	248.625	1	100000	0.5	-2.87	0	0.000109281266	250
7.58e-05	0.0025	251.71875	1	100000	0.5	-2.87	0	0.000109280072	250
7.08e-05	0.0025	254.8125	1	100000	0.5	-2.87	0	0.000109286174	250
6.6e-05	0.0025	257.90625	1	100000	0.5	-2.87	0	0.000109285495	250
6.14e-05	0.0025	261	1	100000	0.5	-2.87	0	0.000109282594	250
5.72e-05	0.0025	264.09375	1	100000	0.5	-2.87	0	0.000109280095	250
5.38e-05	0.0025	267.1875	1	100000	0.5	-2.87	0	0.000109286308	250
5.1e-05	0.0025	270.28125	1	100000	0.5	-2.87	0	0.000109286647	250
4.88e-05	0.0025	273.375	1	100000	0.5	-2.87	0	0.000109283811	250
4.72e-05	0.0025	276.46875	1	100000	0.5	-2.87	0	0.000109282039	250
4.68e-05	0.0025	279.5625	1	100000	0.5	-2.87	0	0.000109282073	250
4.68e-05	0.0025	282.65625	1	100000	0.5	-2.87	0	0.0001092824	250
4.78e-05	0.0025	285.75	1	100000	0.5	-2.87	0	0.000109282227	250
4.9e-05	0.0025	288.84375	1	100000	0.5	-2.87	0	0.000109283094	250
5.1e-05	0.0025	291.9375	1	100000	0.5	-2.87	0	0.000109283273	250
5.34e-05	0.0025	295.03125	1	100000	0.5	-2.87	0	0.000109281558	250
5.62e-05	0.0025	298.125	1	100000	0.5	-2.87	0	0.000109282958	250
5.98e-05	0.0025	301.21875	1	100000	0.5	-2.87	0	0.000109283538	250
6.38e-05	0.0025	304.3125	1	100000	0.5	-2.87	0	0.000109280457	250
6.8e-05	0.0025	307.40625	1	100000	0.5	-2.87	0	0.00010928074	250
7.24e-05	0.0025	310.5	1	100000	0.5	-2.87	0	0.000109278402	250
7.72e-05	0.0025	313.59375	1	100000	0.5	-2.87	0	0.000109276112	250
8.2e-05	0.0025	316.6875	1	100000	0.5	-2.87	0	0.000109278557	250
8.66e-05	0.0025	319.78125	1	100000	0.5	-2.87	0	0.000109279502	250
9.14e-05	0.0025	322.875	1	100000	0.5	-2.87	0	0.000109278684	250
9.6e-05	0.0025	325.96875	1	100000	0.5	-2.87	0	0.000109279684	250
0.0001008	0.0025	329.0625	1	100000	0.5	-2.87	0	0.000109278325	250
0.0001058	0.0025	332.15625	1	100000	0.5	-2.87	0	0.000109277501	250
0.000111	0.0025	335.25	1	100000	0.5	-2.87	0	0.000109278674	250
0.0001158	0.0025	338.34375	1	100000	0.5	-2.87	0	0.000109277972	250
0.0001206	0.0025	341.4375	1	100000	0.5	-2.87	0	0.000109276582	250
0.000125	0.0025	344.53125	1	100000	0.5	-2.87	0	0.000109279542	250
0.00013	0.0025	347.625	1	100000	0.5	-2.87	0	0.000109279521	250
0.000135	0.0025	350.71875	1	100000	0.5	-2.87	0	0.000109277963	250
0.0001398	0.0025	353.8125	1	100000	0.5	-2.87	0	0.000109278827	250
0.000144	0.0025	356.90625	1	100000	0.5	-2.87	0	0.000109279171	250
0.0001482	0.0025	360	1	100000	0.5	-2.87	0	0.00010928003	250

