# U_ac_out	U_osc_ref	Pha_ref	U_osc_dut	R_ref	V_DS	V_GS	V_DUT	I_D	FRQ
3.35e-05	0.0097125	282.1875	1	100000	0.5	-2.87	0	0.000108933718	1370
3.336e-05	0.0097125	282.25	1	100000	0.5	-2.87	0	0.000108936914	1370
3.316e-05	0.0097125	282.3125	1	100000	0.5	-2.87	0	0.000108935586	1370
3.31e-05	0.0097125	282.375	1	100000	0.5	-2.87	0	0.000108932331	1370
3.308e-05	0.0097125	282.4375	1	100000	0.5	-2.87	0	0.000108935934	1370
3.286e-05	0.0097125	282.5	1	100000	0.5	-2.87	0	0.00010893475	1370
3.252e-05	0.0097125	282.5625	1	100000	0.5	-2.87	0	0.000108935779	1370
3.218e-05	0.0097125	282.625	1	100000	0.5	-2.87	0	0.00010893637	1370
3.198e-05	0.0097125	282.6875	1	100000	0.5	-2.87	0	0.000108937905	1370
3.184e-05	0.0097125	282.75	1	100000	0.5	-2.87	0	0.000108937864	1370
3.176e-05	0.0097125	282.8125	1	100000	0.5	-2.87	0	0.000108937397	1370
3.168e-05	0.0097125	282.875	1	100000	0.5	-2.87	0	0.000108937551	1370
3.158e-05	0.0097125	282.9375	1	100000	0.5	-2.87	0	0.000108937751	1370
3.142e-05	0.0097125	283	1	100000	0.5	-2.87	0	0.000108937068	1370
3.124e-05	0.0097125	283.0625	1	100000	0.5	-2.87	0	0.000108937501	1370
3.104e-05	0.0097125	283.125	1	100000	0.5	-2.87	0	0.00010893493	1370
3.088e-05	0.0097125	283.1875	1	100000	0.5	-2.87	0	0.00010893448	1370
3.076e-05	0.0097125	283.25	1	100000	0.5	-2.87	0	0.000108935668	1370
3.072e-05	0.0097125	283.3125	1	100000	0.5	-2.87	0	0.000108936348	1370
3.068e-05	0.0097125	283.375	1	100000	0.5	-2.87	0	0.000108936088	1370
3.066e-05	0.0097125	283.4375	1	100000	0.5	-2.87	0	0.000108933914	1370
3.056e-05	0.0097125	283.5	1	100000	0.5	-2.87	0	0.000108933882	1370
3.044e-05	0.0097125	283.5625	1	100000	0.5	-2.87	0	0.000108932538	1370
3.024e-05	0.0097125	283.625	1	100000	0.5	-2.87	0	0.000108934188	1370
3.006e-05	0.0097125	283.6875	1	100000	0.5	-2.87	0	0.000108933976	1370
2.992e-05	0.0097125	283.75	1	100000	0.5	-2.87	0	0.000108932664	1370
2.99e-05	0.0097125	283.8125	1	100000	0.5	-2.87	0	0.000108932617	1370
2.982e-05	0.0097125	283.875	1	100000	0.5	-2.87	0	0.00010893383	1370
2.972e-05	0.0097125	283.9375	1	100000	0.5	-2.87	0	0.000108933031	1370
2.962e-05	0.0097125	284	1	100000	0.5	-2.87	0	0.00010893435	1370
2.964e-05	0.0097125	284.0625	1	100000	0.5	-2.87	0	0.000108935933	1370
2.968e-05	0.0097125	284.125	1	100000	0.5	-2.87	0	0.000108935539	1370
2.972e-05	0.0097125	284.1875	1	100000	0.5	-2.87	0	0.000108933702	1370
2.972e-05	0.0097125	284.25	1	100000	0.5	-2.87	0	0.000108933888	1370
2.968e-05	0.0097125	284.3125	1	100000	0.5	-2.87	0	0.000108935665	1370
2.966e-05	0.0097125	284.375	1	100000	0.5	-2.87	0	0.000108934472	1370
2.976e-05	0.0097125	284.4375	1	100000	0.5	-2.87	0	0.000108934314	1370
2.996e-05	0.0097125	284.5	1	100000	0.5	-2.87	0	0.000108935713	1370
3.004e-05	0.0097125	284.5625	1	100000	0.5	-2.87	0	0.000108936241	1370
3.002e-05	0.0097125	284.625	1	100000	0.5	-2.87	0	0.00010893525	1370
3.012e-05	0.0097125	284.6875	1	100000	0.5	-2.87	0	0.000108934685	1370
3.044e-05	0.0097125	284.75	1	100000	0.5	-2.87	0	0.000108934068	1370
3.074e-05	0.0097125	284.8125	1	100000	0.5	-2.87	0	0.000108933541	1370
3.09e-05	0.0097125	284.875	1	100000	0.5	-2.87	0	0.000108933773	1370
3.092e-05	0.0097125	284.9375	1	100000	0.5	-2.87	0	0.000108934573	1370
3.09e-05	0.0097125	285	1	100000	0.5	-2.87	0	0.000108934861	1370
