# U_ac_out	U_osc_ref	Pha_ref	U_osc_dut	R_ref	V_DS	V_GS	V_DUT	I_D	FRQ
0.0006342	0	315	1	100000	0.5	-2.87	0	0.00010928378	1750
0.0006418	0.00125	315	1	100000	0.5	-2.87	0	0.000109284161	1750
0.0006374	0.0025	315	1	100000	0.5	-2.87	0	0.000109280665	1750
0.0006144	0.00375	315	1	100000	0.5	-2.87	0	0.000109282738	1750
0.000567	0.005	315	1	100000	0.5	-2.87	0	0.000109285654	1750
0.0005132	0.00625	315	1	100000	0.5	-2.87	0	0.000109275406	1750
0.00046	0.0075	315	1	100000	0.5	-2.87	0	0.000109282305	1750
0.0004084	0.00875	315	1	100000	0.5	-2.87	0	0.000109279825	1750
0.0003632	0.01	315	1	100000	0.5	-2.87	0	0.000109283002	1750
0.0003272	0.01125	315	1	100000	0.5	-2.87	0	0.000109285649	1750
0.000303	0.0125	315	1	100000	0.5	-2.87	0	0.000109285051	1750
0.0002938	0.01375	315	1	100000	0.5	-2.87	0	0.000109284338	1750
0.0003016	0.015	315	1	100000	0.5	-2.87	0	0.000109284403	1750
0.000324	0.01625	315	1	100000	0.5	-2.87	0	0.000109281898	1750
0.000358	0.0175	315	1	100000	0.5	-2.87	0	0.000109279748	1750
0.0004008	0.01875	315	1	100000	0.5	-2.87	0	0.000109279448	1750
0.0004506	0.02	315	1	100000	0.5	-2.87	0	0.000109284991	1750
0.0005056	0.02125	315	1	100000	0.5	-2.87	0	0.000109283782	1750
0.000563	0.0225	315	1	100000	0.5	-2.87	0	0.000109280899	1750
0.0006258	0.02375	315	1	100000	0.5	-2.87	0	0.000109278636	1750
0.0006892	0.025	315	1	100000	0.5	-2.87	0	0.000109276591	1750
0.0007496	0.02625	315	1	100000	0.5	-2.87	0	0.000109282188	1750
0.0008136	0.0275	315	1	100000	0.5	-2.87	0	0.000109284132	1750
0.0008766	0.02875	315	1	100000	0.5	-2.87	0	0.000109287301	1750
0.00094	0.03	315	1	100000	0.5	-2.87	0	0.000109290937	1750
0.0010052	0.03125	315	1	100000	0.5	-2.87	0	0.000109296215	1750
0.001072	0.0325	315	1	100000	0.5	-2.87	0	0.000109282856	1750
0.0011402	0.03375	315	1	100000	0.5	-2.87	0	0.000109275658	1750
0.0012086	0.035	315	1	100000	0.5	-2.87	0	0.000109286462	1750
0.001277	0.03625	315	1	100000	0.5	-2.87	0	0.000109287461	1750
0.0013442	0.0375	315	1	100000	0.5	-2.87	0	0.000109285104	1750
0.001412	0.03875	315	1	100000	0.5	-2.87	0	0.000109287546	1750
0.0014792	0.04	315	1	100000	0.5	-2.87	0	0.000109284744	1750
