# U_ac_out	U_osc_ref	Pha_ref	U_osc_dut	R_ref	V_DS	V_GS	V_DUT	I_D	FRQ
6.05e-05	0.021853125	300.5625	1	100000	0.5	-2.87	0	0.0001093043	3250
6.06e-05	0.021853125	300.625	1	100000	0.5	-2.87	0	0.000109304217	3250
6.04e-05	0.021853125	300.6875	1	100000	0.5	-2.87	0	0.00010930382	3250
5.995e-05	0.021853125	300.75	1	100000	0.5	-2.87	0	0.000109303888	3250
5.905e-05	0.021853125	300.8125	1	100000	0.5	-2.87	0	0.00010930608	3250
5.78e-05	0.021853125	300.875	1	100000	0.5	-2.87	0	0.000109303261	3250
5.665e-05	0.021853125	300.9375	1	100000	0.5	-2.87	0	0.000109306619	3250
5.555e-05	0.021853125	301	1	100000	0.5	-2.87	0	0.000109306335	3250
5.445e-05	0.021853125	301.0625	1	100000	0.5	-2.87	0	0.000109303089	3250
5.32e-05	0.021853125	301.125	1	100000	0.5	-2.87	0	0.000109302917	3250
5.175e-05	0.021853125	301.1875	1	100000	0.5	-2.87	0	0.000109304617	3250
5.04e-05	0.021853125	301.25	1	100000	0.5	-2.87	0	0.000109304649	3250
4.935e-05	0.021853125	301.3125	1	100000	0.5	-2.87	0	0.000109305162	3250
4.815e-05	0.021853125	301.375	1	100000	0.5	-2.87	0	0.000109304273	3250
4.67e-05	0.021853125	301.4375	1	100000	0.5	-2.87	0	0.00010930779	3250
4.55e-05	0.021853125	301.5	1	100000	0.5	-2.87	0	0.000109306954	3250
4.43e-05	0.021853125	301.5625	1	100000	0.5	-2.87	0	0.000109308226	3250
4.305e-05	0.021853125	301.625	1	100000	0.5	-2.87	0	0.00010930874	3250
4.205e-05	0.021853125	301.6875	1	100000	0.5	-2.87	0	0.000109306066	3250
4.105e-05	0.021853125	301.75	1	100000	0.5	-2.87	0	0.00010930668	3250
4e-05	0.021853125	301.8125	1	100000	0.5	-2.87	0	0.000109313751	3250
3.89e-05	0.021853125	301.875	1	100000	0.5	-2.87	0	0.000109307993	3250
3.745e-05	0.021853125	301.9375	1	100000	0.5	-2.87	0	0.000109306404	3250
3.6e-05	0.021853125	302	1	100000	0.5	-2.87	0	0.000109307854	3250
3.47e-05	0.021853125	302.0625	1	100000	0.5	-2.87	0	0.000109316429	3250
3.35e-05	0.021853125	302.125	1	100000	0.5	-2.87	0	0.000109311507	3250
3.235e-05	0.021853125	302.1875	1	100000	0.5	-2.87	0	0.000109333366	3250
3.12e-05	0.021853125	302.25	1	100000	0.5	-2.87	0	0.000109302717	3250
3.02e-05	0.021853125	302.3125	1	100000	0.5	-2.87	0	0.000109322699	3250
2.92e-05	0.021853125	302.375	1	100000	0.5	-2.87	0	0.000109299948	3250
2.8e-05	0.021853125	302.4375	1	100000	0.5	-2.87	0	0.000109302317	3250
2.69e-05	0.021853125	302.5	1	100000	0.5	-2.87	0	0.000109346606	3250
2.59e-05	0.021853125	302.5625	1	100000	0.5	-2.87	0	0.000109298403	3250
2.485e-05	0.021853125	302.625	1	100000	0.5	-2.87	0	0.000109295896	3250
2.4e-05	0.021853125	302.6875	1	100000	0.5	-2.87	0	0.000109316625	3250
2.3e-05	0.021853125	302.75	1	100000	0.5	-2.87	0	0.000109294293	3250
2.18e-05	0.021853125	302.8125	1	100000	0.5	-2.87	0	0.000109294017	3250
2.045e-05	0.021853125	302.875	1	100000	0.5	-2.87	0	0.000109293842	3250
1.9e-05	0.021853125	302.9375	1	100000	0.5	-2.87	0	0.000109293307	3250
1.785e-05	0.021853125	303	1	100000	0.5	-2.87	0	0.000109307308	3250
1.71e-05	0.021853125	303.0625	1	100000	0.5	-2.87	0	0.000109304459	3250
1.62e-05	0.021853125	303.125	1	100000	0.5	-2.87	0	0.00010929528	3250
1.52e-05	0.021853125	303.1875	1	100000	0.5	-2.87	0	0.000109290583	3250
1.455e-05	0.021853125	303.25	1	100000	0.5	-2.87	0	0.000109289762	3250
1.385e-05	0.021853125	303.3125	1	100000	0.5	-2.87	0	0.000109290099	3250
1.285e-05	0.021853125	303.375	1	100000	0.5	-2.87	0	0.000109287691	3250
1.21e-05	0.021853125	303.4375	1	100000	0.5	-2.87	0	0.000109300869	3250
1.16e-05	0.021853125	303.5	1	100000	0.5	-2.87	0	0.000109286416	3250
1.12e-05	0.021853125	303.5625	1	100000	0.5	-2.87	0	0.000109291843	3250
1.1e-05	0.021853125	303.625	1	100000	0.5	-2.87	0	0.000109299387	3250
1.07e-05	0.021853125	303.6875	1	100000	0.5	-2.87	0	0.000109298721	3250
1.08e-05	0.021853125	303.75	1	100000	0.5	-2.87	0	0.000109304548	3250
1.11e-05	0.021853125	303.8125	1	100000	0.5	-2.87	0	0.000109288734	3250
1.15e-05	0.021853125	303.875	1	100000	0.5	-2.87	0	0.000109286269	3250
1.21e-05	0.021853125	303.9375	1	100000	0.5	-2.87	0	0.000109290656	3250
1.26e-05	0.021853125	304	1	100000	0.5	-2.87	0	0.000109287655	3250
1.29e-05	0.021853125	304.0625	1	100000	0.5	-2.87	0	0.000109288923	3250
1.365e-05	0.021853125	304.125	1	100000	0.5	-2.87	0	0.000109300396	3250
1.465e-05	0.021853125	304.1875	1	100000	0.5	-2.87	0	0.000109296808	3250
1.56e-05	0.021853125	304.25	1	100000	0.5	-2.87	0	0.000109303308	3250
1.685e-05	0.021853125	304.3125	1	100000	0.5	-2.87	0	0.000109294154	3250
1.8e-05	0.021853125	304.375	1	100000	0.5	-2.87	0	0.000109291233	3250
1.875e-05	0.021853125	304.4375	1	100000	0.5	-2.87	0	0.000109296797	3250
1.955e-05	0.021853125	304.5	1	100000	0.5	-2.87	0	0.000109299101	3250
2.065e-05	0.021853125	304.5625	1	100000	0.5	-2.87	0	0.000109290467	3250
2.18e-05	0.021853125	304.625	1	100000	0.5	-2.87	0	0.000109288854	3250
2.3e-05	0.021853125	304.6875	1	100000	0.5	-2.87	0	0.000109289394	3250
2.42e-05	0.021853125	304.75	1	100000	0.5	-2.87	0	0.00010928377	3250
2.53e-05	0.021853125	304.8125	1	100000	0.5	-2.87	0	0.000109286589	3250
2.635e-05	0.021853125	304.875	1	100000	0.5	-2.87	0	0.000109283863	3250
2.75e-05	0.021853125	304.9375	1	100000	0.5	-2.87	0	0.000109287054	3250
2.855e-05	0.021853125	305	1	100000	0.5	-2.87	0	0.000109289674	3250
2.955e-05	0.021853125	305.0625	1	100000	0.5	-2.87	0	0.00010928781	3250
3.07e-05	0.021853125	305.125	1	100000	0.5	-2.87	0	0.000109286513	3250
3.195e-05	0.021853125	305.1875	1	100000	0.5	-2.87	0	0.000109287119	3250
3.305e-05	0.021853125	305.25	1	100000	0.5	-2.87	0	0.000109285004	3250
3.415e-05	0.021853125	305.3125	1	100000	0.5	-2.87	0	0.000109284212	3250
3.525e-05	0.021853125	305.375	1	100000	0.5	-2.87	0	0.000109287931	3250
3.645e-05	0.021853125	305.4375	1	100000	0.5	-2.87	0	0.000109289368	3250
3.775e-05	0.021853125	305.5	1	100000	0.5	-2.87	0	0.000109288547	3250
3.91e-05	0.021853125	305.5625	1	100000	0.5	-2.87	0	0.000109284398	3250

