# U_ac_out	U_osc_ref	Pha_ref	U_osc_dut	R_ref	V_DS	V_GS	V_DUT	I_D	FRQ
5.291e-05	0.0102125	284.4375	1	100000	0.5	-2.87	0	0.000109004666	1380
5.356e-05	0.010225	284.4375	1	100000	0.5	-2.87	0	0.000109004021	1380
5.39e-05	0.0102375	284.4375	1	100000	0.5	-2.87	0	0.000109006018	1380
5.417e-05	0.01025	284.4375	1	100000	0.5	-2.87	0	0.000109005955	1380
5.428e-05	0.0102625	284.4375	1	100000	0.5	-2.87	0	0.000109007545	1380
5.431e-05	0.010275	284.4375	1	100000	0.5	-2.87	0	0.000109007808	1380
5.459e-05	0.0102875	284.4375	1	100000	0.5	-2.87	0	0.000109005648	1380
5.556e-05	0.0103	284.4375	1	100000	0.5	-2.87	0	0.000109006936	1380
5.728e-05	0.0103125	284.4375	1	100000	0.5	-2.87	0	0.000109006726	1380

