# U_ac_out	U_osc_ref	Pha_ref	U_osc_dut	R_ref	V_DS	V_GS	V_DUT	I_D	FRQ
0.0001694	0.02655625	315.73125	1	100000	0.5	-2.87	0	0.000109308028	4500
0.0001708	0.02668125	315.73125	1	100000	0.5	-2.87	0	0.00010930862	4500
0.0001703	0.02680625	315.73125	1	100000	0.5	-2.87	0	0.000109316787	4500
0.0001683	0.02693125	315.73125	1	100000	0.5	-2.87	0	0.000109319513	4500
0.0001638	0.02705625	315.73125	1	100000	0.5	-2.87	0	0.000109317126	4500
0.0001577	0.02718125	315.73125	1	100000	0.5	-2.87	0	0.000109314018	4500
0.0001515	0.02730625	315.73125	1	100000	0.5	-2.87	0	0.000109304349	4500
0.0001453	0.02743125	315.73125	1	100000	0.5	-2.87	0	0.000109294379	4500
0.000139	0.02755625	315.73125	1	100000	0.5	-2.87	0	0.000109296968	4500
0.000133	0.02768125	315.73125	1	100000	0.5	-2.87	0	0.000109306262	4500
0.0001266	0.02780625	315.73125	1	100000	0.5	-2.87	0	0.000109317558	4500
0.0001203	0.02793125	315.73125	1	100000	0.5	-2.87	0	0.000109322132	4500
0.000114	0.02805625	315.73125	1	100000	0.5	-2.87	0	0.000109318254	4500
0.0001078	0.02818125	315.73125	1	100000	0.5	-2.87	0	0.000109312933	4500
0.0001013	0.02830625	315.73125	1	100000	0.5	-2.87	0	0.000109308943	4500
9.46e-05	0.02843125	315.73125	1	100000	0.5	-2.87	0	0.000109303743	4500
8.82e-05	0.02855625	315.73125	1	100000	0.5	-2.87	0	0.000109296779	4500
8.21e-05	0.02868125	315.73125	1	100000	0.5	-2.87	0	0.000109293256	4500
7.6e-05	0.02880625	315.73125	1	100000	0.5	-2.87	0	0.00010929189	4500
7.02e-05	0.02893125	315.73125	1	100000	0.5	-2.87	0	0.000109290992	4500
6.43e-05	0.02905625	315.73125	1	100000	0.5	-2.87	0	0.000109290585	4500
5.84e-05	0.02918125	315.73125	1	100000	0.5	-2.87	0	0.000109292522	4500
5.26e-05	0.02930625	315.73125	1	100000	0.5	-2.87	0	0.000109292189	4500
4.67e-05	0.02943125	315.73125	1	100000	0.5	-2.87	0	0.000109289009	4500
4.11e-05	0.02955625	315.73125	1	100000	0.5	-2.87	0	0.000109289614	4500
3.59e-05	0.02968125	315.73125	1	100000	0.5	-2.87	0	0.000109284589	4500
3.11e-05	0.02980625	315.73125	1	100000	0.5	-2.87	0	0.000109282565	4500
2.72e-05	0.02993125	315.73125	1	100000	0.5	-2.87	0	0.000109284344	4500
2.44e-05	0.03005625	315.73125	1	100000	0.5	-2.87	0	0.00010928656	4500
2.27e-05	0.03018125	315.73125	1	100000	0.5	-2.87	0	0.000109305188	4500
2.29e-05	0.03030625	315.73125	1	100000	0.5	-2.87	0	0.000109315573	4500
2.46e-05	0.03043125	315.73125	1	100000	0.5	-2.87	0	0.000109322494	4500
