# U_ac_out	U_osc_ref	Pha_ref	U_osc_dut	R_ref	V_DS	V_GS	V_DUT	I_D	FRQ
1.536e-05	0.01306	290.52	1	100000	0.5	-2.87	0	0.000108864234	200
1.551e-05	0.01307	290.52	1	100000	0.5	-2.87	0	0.000108860579	200
1.577e-05	0.01308	290.52	1	100000	0.5	-2.87	0	0.000108862608	200
1.574e-05	0.01309	290.52	1	100000	0.5	-2.87	0	0.000108858717	200
1.568e-05	0.0131	290.52	1	100000	0.5	-2.87	0	0.000108860221	200
1.574e-05	0.01311	290.52	1	100000	0.5	-2.87	0	0.000108860218	200
1.594e-05	0.01312	290.52	1	100000	0.5	-2.87	0	0.000108870149	200
1.586e-05	0.01313	290.52	1	100000	0.5	-2.87	0	0.000108861718	200
1.465e-05	0.01314	290.52	1	100000	0.5	-2.87	0	0.000108865626	200
1.061e-05	0.01315	290.52	1	100000	0.5	-2.87	0	0.000108866533	200
8.51e-06	0.01316	290.52	1	100000	0.5	-2.87	0	0.000108869269	200
8.48e-06	0.01317	290.52	1	100000	0.5	-2.87	0	0.000108865789	200
8.88e-06	0.01318	290.52	1	100000	0.5	-2.87	0	0.000108868649	200
8.89e-06	0.01319	290.52	1	100000	0.5	-2.87	0	0.000108863517	200
8.75e-06	0.0132	290.52	1	100000	0.5	-2.87	0	0.000108861289	200
8.38e-06	0.01321	290.52	1	100000	0.5	-2.87	0	0.000108858323	200
8.3e-06	0.01322	290.52	1	100000	0.5	-2.87	0	0.000108861306	200
8.61e-06	0.01323	290.52	1	100000	0.5	-2.87	0	0.000108866317	200
8.71e-06	0.01324	290.52	1	100000	0.5	-2.87	0	0.000108861995	200
8.52e-06	0.01325	290.52	1	100000	0.5	-2.87	0	0.000108864952	200
7.36e-06	0.01326	290.52	1	100000	0.5	-2.87	0	0.000108861386	200
3.79e-06	0.01327	290.52	1	100000	0.5	-2.87	0	0.000108858235	200
2.01e-06	0.01328	290.52	1	100000	0.5	-2.87	0	0.000108857264	200
2.2e-06	0.01329	290.52	1	100000	0.5	-2.87	0	0.000108859709	200
2.02e-06	0.0133	290.52	1	100000	0.5	-2.87	0	0.000108857856	200
2.14e-06	0.01331	290.52	1	100000	0.5	-2.87	0	0.000108858154	200
2.18e-06	0.01332	290.52	1	100000	0.5	-2.87	0	0.00010886001	200
1.98e-06	0.01333	290.52	1	100000	0.5	-2.87	0	0.000108857534	200
1.9e-06	0.01334	290.52	1	100000	0.5	-2.87	0	0.000108857041	200
2e-06	0.01335	290.52	1	100000	0.5	-2.87	0	0.000108857487	200
1.96e-06	0.01336	290.52	1	100000	0.5	-2.87	0	0.000108857251	200
2.17e-06	0.01337	290.52	1	100000	0.5	-2.87	0	0.000108856529	200
2.02e-06	0.01338	290.52	1	100000	0.5	-2.87	0	0.000108856357	200
7.3e-07	0.01339	290.52	1	100000	0.5	-2.87	0	0.000108856704	200
3.61e-06	0.0134	290.52	1	100000	0.5	-2.87	0	0.000108856666	200
5.4e-06	0.01341	290.52	1	100000	0.5	-2.87	0	0.000108858046	200
5.14e-06	0.01342	290.52	1	100000	0.5	-2.87	0	0.000108858813	200
5e-06	0.01343	290.52	1	100000	0.5	-2.87	0	0.000108857637	200
4.93e-06	0.01344	290.52	1	100000	0.5	-2.87	0	0.000108857593	200
4.95e-06	0.01345	290.52	1	100000	0.5	-2.87	0	0.000108856475	200
5.11e-06	0.01346	290.52	1	100000	0.5	-2.87	0	0.000108856852	200
5.34e-06	0.01347	290.52	1	100000	0.5	-2.87	0	0.000108863846	200
5.38e-06	0.01348	290.52	1	100000	0.5	-2.87	0	0.000108859423	200
5.22e-06	0.01349	290.52	1	100000	0.5	-2.87	0	0.000108857366	200
5.01e-06	0.0135	290.52	1	100000	0.5	-2.87	0	0.000108859832	200
6.19e-06	0.01351	290.52	1	100000	0.5	-2.87	0	0.000108865373	200
9.77e-06	0.01352	290.52	1	100000	0.5	-2.87	0	0.000108860045	200
1.177e-05	0.01353	290.52	1	100000	0.5	-2.87	0	0.000108861514	200
1.212e-05	0.01354	290.52	1	100000	0.5	-2.87	0	0.000108858482	200
1.196e-05	0.01355	290.52	1	100000	0.5	-2.87	0	0.000108859012	200
1.175e-05	0.01356	290.52	1	100000	0.5	-2.87	0	0.000108858041	200
1.201e-05	0.01357	290.52	1	100000	0.5	-2.87	0	0.000108857609	200
1.19e-05	0.01358	290.52	1	100000	0.5	-2.87	0	0.000108860003	200
1.148e-05	0.01359	290.52	1	100000	0.5	-2.87	0	0.000108869187	200
1.198e-05	0.0136	290.52	1	100000	0.5	-2.87	0	0.000108858048	200
1.183e-05	0.01361	290.52	1	100000	0.5	-2.87	0	0.000108858202	200
1.168e-05	0.01362	290.52	1	100000	0.5	-2.87	0	0.000108858486	200
1.172e-05	0.01363	290.52	1	100000	0.5	-2.87	0	0.000108858959	200
1.274e-05	0.01364	290.52	1	100000	0.5	-2.87	0	0.000108858293	200
1.694e-05	0.01365	290.52	1	100000	0.5	-2.87	0	0.000108857946	200
1.909e-05	0.01366	290.52	1	100000	0.5	-2.87	0	0.000108856588	200
1.883e-05	0.01367	290.52	1	100000	0.5	-2.87	0	0.000108856257	200
1.861e-05	0.01368	290.52	1	100000	0.5	-2.87	0	0.000108860625	200
1.849e-05	0.01369	290.52	1	100000	0.5	-2.87	0	0.00010885812	200
1.866e-05	0.0137	290.52	1	100000	0.5	-2.87	0	0.000108857623	200
1.867e-05	0.01371	290.52	1	100000	0.5	-2.87	0	0.000108855439	200
