# pulsewidth	time	voltage
1e-05	-0.0001577885143	0.5217126638
1e-05	-0.0001577485143	0.5224199108
1e-05	-0.0001577085143	0.5124555864
1e-05	-0.0001576685143	0.527087741
1e-05	-0.0001576285143	0.5197323722
1e-05	-0.0001575885143	0.5250602996
1e-05	-0.0001575485143	0.5219484128
1e-05	-0.0001575085143	0.514357295
1e-05	-0.0001574685143	0.5115597402
1e-05	-0.0001574285143	0.51946519
1e-05	-0.0001573885143	0.5118269224
1e-05	-0.0001573485143	0.5120312382
1e-05	-0.0001573085143	0.5199209714
1e-05	-0.0001572685143	0.5235043562
1e-05	-0.0001572285143	0.5214454816
1e-05	-0.0001571885143	0.5285336682
1e-05	-0.0001571485143	0.5144044448
1e-05	-0.0001571085143	0.5284079354
1e-05	-0.0001570685143	0.5257203968
1e-05	-0.0001570285143	0.514593044
1e-05	-0.0001569885143	0.5110096592
1e-05	-0.0001569485143	0.5207853844
1e-05	-0.0001569085143	0.5282193362
1e-05	-0.0001568685143	0.5210525666
1e-05	-0.0001568285143	0.5245259352
1e-05	-0.0001567885143	0.5272763402
1e-05	-0.0001567485143	0.5195752062
1e-05	-0.0001567085143	0.5259247126
1e-05	-0.0001566685143	0.5289894496
1e-05	-0.0001566285143	0.5265848098
1e-05	-0.0001565885143	0.5247145344
1e-05	-0.0001565485143	0.5228914088
1e-05	-0.0001565085143	0.5285336682
1e-05	-0.0001564685143	0.5193394572
1e-05	-0.0001564285143	0.519622356
1e-05	-0.0001563885143	0.5341759276
1e-05	-0.0001563485143	0.5248245506
1e-05	-0.0001563085143	0.523630089
1e-05	-0.0001562685143	0.5141686958
1e-05	-0.0001562285143	0.510663894
1e-05	-0.0001561885143	0.5164947526
1e-05	-0.0001561485143	0.5249817166
1e-05	-0.0001561085143	0.511135392
1e-05	-0.0001560685143	0.5252646154
1e-05	-0.0001560285143	0.5159603882
1e-05	-0.0001559885143	0.51475021
1e-05	-0.0001559485143	0.531566972
1e-05	-0.0001559085143	0.5250602996
1e-05	-0.0001558685143	0.5244473522
1e-05	-0.0001558285143	0.5288480002
1e-05	-0.0001557885143	0.5228128258
1e-05	-0.0001557485143	0.5282193362
1e-05	-0.0001557085143	0.5114811572
1e-05	-0.0001556685143	0.5224984938
1e-05	-0.0001556285143	0.5177520806
1e-05	-0.0001555885143	0.5252646154
1e-05	-0.0001555485143	0.5140115298
1e-05	-0.0001555085143	0.523001425
1e-05	-0.0001554685143	0.5261133118
1e-05	-0.0001554285143	0.5166990684
1e-05	-0.0001553885143	0.5195752062
1e-05	-0.0001553485143	0.522372761
1e-05	-0.0001553085143	0.52732349
1e-05	-0.0001552685143	0.5195752062
1e-05	-0.0001552285143	0.5253746316
1e-05	-0.0001551885143	0.5213983318
1e-05	-0.0001551485143	0.5216812306
1e-05	-0.0001551085143	0.5230485748
1e-05	-0.0001550685143	0.5273549232
1e-05	-0.0001550285143	0.5128799346
1e-05	-0.0001549885143	0.5263962106
1e-05	-0.0001549485143	0.5307497088
1e-05	-0.0001549085143	0.5247931174
1e-05	-0.0001548685143	0.5255317976
1e-05	-0.0001548285143	0.5280621702
1e-05	-0.0001547885143	0.536439118
1e-05	-0.0001547485143	0.5179878296
1e-05	-0.0001547085143	0.5260347288
1e-05	-0.0001546685143	0.5207853844
1e-05	-0.0001546285143	0.5158346554
1e-05	-0.0001545885143	0.514514461
