# pulsewidth	time	voltage
6e-05	-0.0001578071537	0.5261604616
6e-05	-0.0001577671537	0.5255003644
6e-05	-0.0001577271537	0.5216026476
6e-05	-0.0001576871537	0.5137757808
6e-05	-0.0001576471537	0.5163847364
6e-05	-0.0001576071537	0.5209739836
6e-05	-0.0001575671537	0.5199995544
6e-05	-0.0001575271537	0.5225770768
6e-05	-0.0001574871537	0.5214769148
6e-05	-0.0001574471537	0.5196537892
6e-05	-0.0001574071537	0.5162275704
6e-05	-0.0001573671537	0.509956647
6e-05	-0.0001573271537	0.5291466156
6e-05	-0.0001572871537	0.522687093
6e-05	-0.0001572471537	0.527873571
6e-05	-0.0001572071537	0.527480656
6e-05	-0.0001571671537	0.5163533032
6e-05	-0.0001571271537	0.5225770768
6e-05	-0.0001570871537	0.5245573684
6e-05	-0.0001570471537	0.5262704778
6e-05	-0.0001570071537	0.527166324
6e-05	-0.0001569671537	0.5287694172
6e-05	-0.0001569271537	0.5211311496
6e-05	-0.0001568871537	0.5305139598
6e-05	-0.0001568471537	0.5240072874
6e-05	-0.0001568071537	0.5134614488
6e-05	-0.0001567671537	0.5202824532
6e-05	-0.0001567271537	0.5288794334
6e-05	-0.0001566871537	0.5174691818
6e-05	-0.0001566471537	0.5260818786
6e-05	-0.0001566071537	0.5337044296
6e-05	-0.0001565671537	0.5110882422
6e-05	-0.0001565271537	0.526930575
6e-05	-0.0001564871537	0.5244002024
6e-05	-0.0001564471537	0.5243687692
6e-05	-0.0001564071537	0.5181764288
6e-05	-0.0001563671537	0.5224984938
6e-05	-0.0001563271537	0.5283765022
6e-05	-0.0001562871537	0.5108524932
6e-05	-0.0001562471537	0.5255632308
6e-05	-0.0001562071537	0.5130371006
6e-05	-0.0001561671537	0.5207853844
6e-05	-0.0001561271537	0.51946519
6e-05	-0.0001560871537	0.5221055788
6e-05	-0.0001560471537	0.5262390446
6e-05	-0.0001560071537	0.5284079354
6e-05	-0.0001559671537	0.5284550852
6e-05	-0.0001559271537	0.5325728344
6e-05	-0.0001558871537	0.5304353768
6e-05	-0.0001558471537	0.5216812306
6e-05	-0.0001558071537	0.5252960486
6e-05	-0.0001557671537	0.5155989064
6e-05	-0.0001557271537	0.5243687692
6e-05	-0.0001556871537	0.527794988
6e-05	-0.0001556471537	0.519072275
6e-05	-0.0001556071537	0.5233471902
6e-05	-0.0001555671537	0.523708672
6e-05	-0.0001555271537	0.5136657646
6e-05	-0.0001554871537	0.5249502834
6e-05	-0.0001554471537	0.523001425
6e-05	-0.0001554071537	0.5239758542
6e-05	-0.0001553671537	0.515143125
6e-05	-0.0001553271537	0.5247931174
6e-05	-0.0001552871537	0.5251388826
