# pulsewidth	time	voltage
9e-05	-0.0001578096567	0.5265062268
9e-05	-0.0001577696567	0.5212883156
9e-05	-0.0001577296567	0.527559239
9e-05	-0.0001576896567	0.5173120158
9e-05	-0.0001576496567	0.5247145344
9e-05	-0.0001576096567	0.5155203234
9e-05	-0.0001575696567	0.5187265098
9e-05	-0.0001575296567	0.5284550852
9e-05	-0.0001574896567	0.527402073
9e-05	-0.0001574496567	0.5162747202
9e-05	-0.0001574096567	0.5326199842
9e-05	-0.0001573696567	0.5224199108
9e-05	-0.0001573296567	0.51082106
9e-05	-0.0001572896567	0.5158346554
9e-05	-0.0001572496567	0.5221055788
9e-05	-0.0001572096567	0.5283293524
9e-05	-0.0001571696567	0.5159603882
9e-05	-0.0001571296567	0.5237401052
9e-05	-0.0001570896567	0.5279050042
9e-05	-0.0001570496567	0.5260032956
9e-05	-0.0001570096567	0.5152531412
9e-05	-0.0001569696567	0.5212568824
9e-05	-0.0001569296567	0.5160389712
9e-05	-0.0001568896567	0.5254532146
9e-05	-0.0001568496567	0.5193394572
9e-05	-0.0001568096567	0.5113239912
9e-05	-0.0001567696567	0.5197638054
9e-05	-0.0001567296567	0.5384508428
9e-05	-0.0001566896567	0.5226556598
9e-05	-0.0001566496567	0.5272763402
9e-05	-0.0001566096567	0.5282193362
9e-05	-0.0001565696567	0.5158032222
9e-05	-0.0001565296567	0.5160704044
9e-05	-0.0001564896567	0.5268991418
9e-05	-0.0001564496567	0.5204396192
9e-05	-0.0001564096567	0.5207382346
9e-05	-0.0001563696567	0.522215595
9e-05	-0.0001563296567	0.5304353768
9e-05	-0.0001562896567	0.5268205588
9e-05	-0.0001562496567	0.5117169062
9e-05	-0.0001562096567	0.523158591
9e-05	-0.0001561696567	0.527244907
9e-05	-0.0001561296567	0.5226556598
9e-05	-0.0001560896567	0.5207382346
9e-05	-0.0001560496567	0.5177520806
9e-05	-0.0001560096567	0.5156460562
9e-05	-0.0001559696567	0.5198109552
9e-05	-0.0001559296567	0.509642315
9e-05	-0.0001558896567	0.5195752062
9e-05	-0.0001558496567	0.5161489874
9e-05	-0.0001558096567	0.5224199108
9e-05	-0.0001557696567	0.5261133118
9e-05	-0.0001557296567	0.5228128258
9e-05	-0.0001556896567	0.523787255
9e-05	-0.0001556496567	0.5373978306
9e-05	-0.0001556096567	0.5244473522
9e-05	-0.0001555696567	0.5252960486
9e-05	-0.0001555296567	0.510192396
9e-05	-0.0001554896567	0.523865838
9e-05	-0.0001554496567	0.523708672
9e-05	-0.0001554096567	0.5134614488
9e-05	-0.0001553696567	0.5202353034
9e-05	-0.0001553296567	0.5342545106
9e-05	-0.0001552896567	0.5244002024
9e-05	-0.0001552496567	0.5221055788
9e-05	-0.0001552096567	0.5363919682
9e-05	-0.0001551696567	0.531331223
9e-05	-0.0001551296567	0.5203138864
9e-05	-0.0001550896567	0.5229699918
9e-05	-0.0001550496567	0.5124555864
9e-05	-0.0001550096567	0.5274335062
9e-05	-0.0001549696567	0.5259247126
9e-05	-0.0001549296567	0.5212883156
9e-05	-0.0001548896567	0.5217126638
9e-05	-0.0001548496567	0.5217126638
9e-05	-0.0001548096567	0.5207853844
9e-05	-0.0001547696567	0.5280936034
9e-05	-0.0001547296567	0.5191037082
9e-05	-0.0001546896567	0.5255317976
9e-05	-0.0001546496567	0.522451344
9e-05	-0.0001546096567	0.5246045182
9e-05	-0.0001545696567	0.5246831012
9e-05	-0.0001545296567	0.523708672
9e-05	-0.0001544896567	0.5244002024
9e-05	-0.0001544496567	0.5162747202
9e-05	-0.0001544096567	0.518207862
9e-05	-0.0001543696567	0.510978226
9e-05	-0.0001543296567	0.51946519
9e-05	-0.0001542896567	0.5228914088
9e-05	-0.0001542496567	0.5157246392
9e-05	-0.0001542096567	0.5244473522
9e-05	-0.0001541696567	0.5240858704
9e-05	-0.0001541296567	0.5199995544
9e-05	-0.0001540896567	0.519308024
9e-05	-0.0001540496567	0.5231900242
9e-05	-0.0001540096567	0.5278264212
9e-05	-0.0001539696567	0.535338956
9e-05	-0.0001539296567	0.5370992152
9e-05	-0.0001538896567	0.5136657646
9e-05	-0.0001538496567	0.5215554978
9e-05	-0.0001538096567	0.5283293524
9e-05	-0.0001537696567	0.510506728
9e-05	-0.0001537296567	0.5202353034
9e-05	-0.0001536896567	0.526773409
9e-05	-0.0001536496567	0.5247145344
9e-05	-0.0001536096567	0.5179092466
9e-05	-0.0001535696567	0.519622356
9e-05	-0.0001535296567	0.5386080088
9e-05	-0.0001534896567	0.5160389712
9e-05	-0.0001534496567	0.5345688426
9e-05	-0.0001534096567	0.5179092466
9e-05	-0.0001533696567	0.5291151824
9e-05	-0.0001533296567	0.5204396192
9e-05	-0.0001532896567	0.5249502834
9e-05	-0.0001532496567	0.5284079354
9e-05	-0.0001532096567	0.5200781374
9e-05	-0.0001531696567	0.5285651014
9e-05	-0.0001531296567	0.523708672
9e-05	-0.0001530896567	0.5134300156
9e-05	-0.0001530496567	0.5140115298
9e-05	-0.0001530096567	0.5207068014
9e-05	-0.0001529696567	0.527009158
9e-05	-0.0001529296567	0.523158591
9e-05	-0.0001528896567	0.5145616108
9e-05	-0.0001528496567	0.5253431984
9e-05	-0.0001528096567	0.5174691818
9e-05	-0.0001527696567	0.5284865184
9e-05	-0.0001527296567	0.5198423884
9e-05	-0.0001526896567	0.5195752062
9e-05	-0.0001526496567	0.5270563078
9e-05	-0.0001526096567	0.526851992
9e-05	-0.0001525696567	0.522451344
9e-05	-0.0001525296567	0.5117483394
9e-05	-0.0001524896567	0.5209425504
9e-05	-0.0001524496567	0.514593044
9e-05	-0.0001524096567	0.5214769148
9e-05	-0.0001523696567	0.5313783728
9e-05	-0.0001523296567	0.5288480002
9e-05	-0.0001522896567	0.518757943
9e-05	-0.0001522496567	0.5259247126
9e-05	-0.0001522096567	0.5171705664
9e-05	-0.0001521696567	0.5193394572
9e-05	-0.0001521296567	0.530781142
9e-05	-0.0001520896567	0.5315198222
9e-05	-0.0001520496567	0.511056809
9e-05	-0.0001520096567	0.5134614488
9e-05	-0.0001519696567	0.518443611
9e-05	-0.0001519296567	0.528030737
9e-05	-0.0001518896567	0.5204710524
9e-05	-0.0001518496567	0.5272763402
9e-05	-0.0001518096567	0.510428145
9e-05	-0.0001517696567	0.5261133118
9e-05	-0.0001517296567	0.523001425
9e-05	-0.0001516896567	0.5201567204
9e-05	-0.0001516496567	0.5252174656
9e-05	-0.0001516096567	0.5130056674
9e-05	-0.0001515696567	0.5231900242
9e-05	-0.0001515296567	0.5111668252
9e-05	-0.0001514896567	0.527166324
9e-05	-0.0001514496567	0.5286908342
9e-05	-0.0001514096567	0.5288480002
9e-05	-0.0001513696567	0.5201567204
9e-05	-0.0001513296567	0.5249817166
9e-05	-0.0001512896567	0.5259561458
9e-05	-0.0001512496567	0.5175477648
9e-05	-0.0001512096567	0.5138543638
9e-05	-0.0001511696567	0.5200781374
9e-05	-0.0001511296567	0.5377121626
9e-05	-0.0001510896567	0.519150858
9e-05	-0.0001510496567	0.5210211334
9e-05	-0.0001510096567	0.5246831012
9e-05	-0.0001509696567	0.5113239912
9e-05	-0.0001509296567	0.5130056674
9e-05	-0.0001508896567	0.5203924694
9e-05	-0.0001508496567	0.526930575
9e-05	-0.0001508096567	0.5278264212
9e-05	-0.0001507696567	0.5227342428
9e-05	-0.0001507296567	0.5222627448
9e-05	-0.0001506896567	0.5200781374
9e-05	-0.0001506496567	0.5265062268
9e-05	-0.0001506096567	0.5251074494
9e-05	-0.0001505696567	0.5216812306
9e-05	-0.0001505296567	0.527480656
9e-05	-0.0001504896567	0.5199681212
9e-05	-0.0001504496567	0.5202824532
9e-05	-0.0001504096567	0.5264276438
9e-05	-0.0001503696567	0.5263962106
9e-05	-0.0001503296567	0.5124084366
9e-05	-0.0001502896567	0.5202824532
9e-05	-0.0001502496567	0.518207862
9e-05	-0.0001502096567	0.527402073
9e-05	-0.0001501696567	0.518286445
9e-05	-0.0001501296567	0.527166324
9e-05	-0.0001500896567	0.526930575
9e-05	-0.0001500496567	0.52732349
9e-05	-0.0001500096567	0.522922842
9e-05	-0.0001499696567	0.5256418138
