# pulsewidth	time	voltage
5e-05	-0.0001577916245	0.5222627448
5e-05	-0.0001577516245	0.5208954006
5e-05	-0.0001577116245	0.5244002024
5e-05	-0.0001576716245	0.5121098212
5e-05	-0.0001576316245	0.5246831012
5e-05	-0.0001575916245	0.5173591656
5e-05	-0.0001575516245	0.527716405
5e-05	-0.0001575116245	0.5378693286
5e-05	-0.0001574716245	0.5263490608
5e-05	-0.0001574316245	0.5232686072
5e-05	-0.0001573916245	0.519229441
5e-05	-0.0001573516245	0.522294178
5e-05	-0.0001573116245	0.5211311496
5e-05	-0.0001572716245	0.523865838
5e-05	-0.0001572316245	0.5219955626
5e-05	-0.0001571916245	0.5210525666
5e-05	-0.0001571516245	0.5194180402
5e-05	-0.0001571116245	0.519700939
5e-05	-0.0001570716245	0.5285651014
5e-05	-0.0001570316245	0.5213668986
5e-05	-0.0001569916245	0.523630089
5e-05	-0.0001569516245	0.531488389
5e-05	-0.0001569116245	0.5109310762
5e-05	-0.0001568716245	0.5268991418
5e-05	-0.0001568316245	0.5266633928
5e-05	-0.0001567916245	0.5207382346
5e-05	-0.0001567516245	0.527166324
5e-05	-0.0001567116245	0.5259561458
5e-05	-0.0001566716245	0.5284550852
5e-05	-0.0001566316245	0.5151745582
5e-05	-0.0001565916245	0.526694826
5e-05	-0.0001565516245	0.5131942666
5e-05	-0.0001565116245	0.5161961372
5e-05	-0.0001564716245	0.5263962106
5e-05	-0.0001564316245	0.52732349
5e-05	-0.0001563916245	0.5147816432
5e-05	-0.0001563516245	0.5103181288
5e-05	-0.0001563116245	0.522844259
5e-05	-0.0001562716245	0.5210211334
5e-05	-0.0001562316245	0.5245573684
5e-05	-0.0001561916245	0.522215595
5e-05	-0.0001561516245	0.5177835138
5e-05	-0.0001561116245	0.5151745582
5e-05	-0.0001560716245	0.5200467042
5e-05	-0.0001560316245	0.5110882422
5e-05	-0.0001559916245	0.5269777248
5e-05	-0.0001559516245	0.5249817166
5e-05	-0.0001559116245	0.5219955626
5e-05	-0.0001558716245	0.5164947526
5e-05	-0.0001558316245	0.5148602262
5e-05	-0.0001557916245	0.511213975
5e-05	-0.0001557516245	0.5250288664
5e-05	-0.0001557116245	0.5170134004
5e-05	-0.0001556716245	0.5284550852
5e-05	-0.0001556316245	0.5260347288
5e-05	-0.0001555916245	0.5284865184
5e-05	-0.0001555516245	0.5210997164
5e-05	-0.0001555116245	0.526694826
5e-05	-0.0001554716245	0.518600777
5e-05	-0.0001554316245	0.5388437578
5e-05	-0.0001553916245	0.5124084366
5e-05	-0.0001553516245	0.5133042828
5e-05	-0.0001553116245	0.5244002024
5e-05	-0.0001552716245	0.5117954892
5e-05	-0.0001552316245	0.5202038702
5e-05	-0.0001551916245	0.5175949146
5e-05	-0.0001551516245	0.5238186882
5e-05	-0.0001551116245	0.514357295
5e-05	-0.0001550716245	0.5230485748
5e-05	-0.0001550316245	0.5168562344
5e-05	-0.0001549916245	0.5158032222
5e-05	-0.0001549516245	0.5114340074
5e-05	-0.0001549116245	0.5257203968
5e-05	-0.0001548716245	0.5175163316
5e-05	-0.0001548316245	0.5178306636
5e-05	-0.0001547916245	0.5205810686
5e-05	-0.0001547516245	0.527873571
5e-05	-0.0001547116245	0.5274335062
5e-05	-0.0001546716245	0.523472923
5e-05	-0.0001546316245	0.5251074494
5e-05	-0.0001545916245	0.5218383966
5e-05	-0.0001545516245	0.5170919834
5e-05	-0.0001545116245	0.5099252138
5e-05	-0.0001544716245	0.5201252872
5e-05	-0.0001544316245	0.5208954006
5e-05	-0.0001543916245	0.5208639674
5e-05	-0.0001543516245	0.5253746316
5e-05	-0.0001543116245	0.5260347288
5e-05	-0.0001542716245	0.526773409
5e-05	-0.0001542316245	0.514514461
5e-05	-0.0001541916245	0.5123298536
5e-05	-0.0001541516245	0.5164161696
5e-05	-0.0001541116245	0.5124555864
5e-05	-0.0001540716245	0.511213975
