# pulsewidth	time	voltage
3e-05	-0.0001577929604	0.5257203968
3e-05	-0.0001577529604	0.5232686072
3e-05	-0.0001577129604	0.52653766
3e-05	-0.0001576729604	0.5251860324
3e-05	-0.0001576329604	0.5239758542
3e-05	-0.0001575929604	0.5129585176
3e-05	-0.0001575529604	0.5276692552
3e-05	-0.0001575129604	0.5129270844
3e-05	-0.0001574729604	0.5174377486
3e-05	-0.0001574329604	0.5191037082
3e-05	-0.0001573929604	0.5107739102
3e-05	-0.0001573529604	0.5214454816
3e-05	-0.0001573129604	0.5265848098
3e-05	-0.0001572729604	0.52653766
3e-05	-0.0001572329604	0.510192396
3e-05	-0.0001571929604	0.5158032222
3e-05	-0.0001571529604	0.5240544372
3e-05	-0.0001571129604	0.5277478382
3e-05	-0.0001570729604	0.5173591656
3e-05	-0.0001570329604	0.527244907
3e-05	-0.0001569929604	0.515064542
3e-05	-0.0001569529604	0.515064542
3e-05	-0.0001569129604	0.5115125904
3e-05	-0.0001568729604	0.5283765022
3e-05	-0.0001568329604	0.52339434
3e-05	-0.0001567929604	0.5170134004
3e-05	-0.0001567529604	0.5265848098
3e-05	-0.0001567129604	0.5239758542
3e-05	-0.0001566729604	0.5189465422
3e-05	-0.0001566329604	0.51867936
3e-05	-0.0001565929604	0.5112454082
3e-05	-0.0001565529604	0.5252960486
3e-05	-0.0001565129604	0.5107739102
3e-05	-0.0001564729604	0.5186479268
3e-05	-0.0001564329604	0.5207382346
3e-05	-0.0001563929604	0.5099252138
3e-05	-0.0001563529604	0.522451344
3e-05	-0.0001563129604	0.522922842
3e-05	-0.0001562729604	0.5225770768
3e-05	-0.0001562329604	0.527402073
3e-05	-0.0001561929604	0.5247931174
3e-05	-0.0001561529604	0.5248245506
3e-05	-0.0001561129604	0.514435878
3e-05	-0.0001560729604	0.5215554978
3e-05	-0.0001560329604	0.5220741456
3e-05	-0.0001559929604	0.5244002024
3e-05	-0.0001559529604	0.5364705512
3e-05	-0.0001559129604	0.534946041
3e-05	-0.0001558729604	0.5120312382
3e-05	-0.0001558329604	0.534867458
3e-05	-0.0001557929604	0.5117954892
3e-05	-0.0001557529604	0.514593044
3e-05	-0.0001557129604	0.5222627448
3e-05	-0.0001556729604	0.510428145
3e-05	-0.0001556329604	0.5282979192
3e-05	-0.0001555929604	0.5271348908
3e-05	-0.0001555529604	0.5174377486
3e-05	-0.0001555129604	0.522529927
3e-05	-0.0001554729604	0.5200781374
3e-05	-0.0001554329604	0.5122984204
3e-05	-0.0001553929604	0.5217598136
3e-05	-0.0001553529604	0.5204710524
3e-05	-0.0001553129604	0.5123298536
3e-05	-0.0001552729604	0.5254532146
3e-05	-0.0001552329604	0.5212568824
3e-05	-0.0001551929604	0.5136186148
3e-05	-0.0001551529604	0.518915109
3e-05	-0.0001551129604	0.5159603882
3e-05	-0.0001550729604	0.528030737
3e-05	-0.0001550329604	0.519150858
3e-05	-0.0001549929604	0.5153317242
3e-05	-0.0001549529604	0.511056809
3e-05	-0.0001549129604	0.5203610362
3e-05	-0.0001548729604	0.522215595
3e-05	-0.0001548329604	0.5135400318
3e-05	-0.0001547929604	0.5139329468
3e-05	-0.0001547529604	0.5175163316
3e-05	-0.0001547129604	0.5123298536
3e-05	-0.0001546729604	0.510506728
3e-05	-0.0001546329604	0.5371306484
3e-05	-0.0001545929604	0.527402073
3e-05	-0.0001545529604	0.5251074494
3e-05	-0.0001545129604	0.5204396192
3e-05	-0.0001544729604	0.531331223
3e-05	-0.0001544329604	0.518365028
3e-05	-0.0001543929604	0.5100037968
3e-05	-0.0001543529604	0.5210525666
3e-05	-0.0001543129604	0.5146401938
3e-05	-0.0001542729604	0.5272134738
3e-05	-0.0001542329604	0.511056809
3e-05	-0.0001541929604	0.5119840884
3e-05	-0.0001541529604	0.5157246392
3e-05	-0.0001541129604	0.5163061534
3e-05	-0.0001540729604	0.5128013516
3e-05	-0.0001540329604	0.5231900242
3e-05	-0.0001539929604	0.5173905988
3e-05	-0.0001539529604	0.523237174
3e-05	-0.0001539129604	0.5150173922
3e-05	-0.0001538729604	0.5106167442
3e-05	-0.0001538329604	0.5257203968
3e-05	-0.0001537929604	0.5258461296
3e-05	-0.0001537529604	0.5130056674
3e-05	-0.0001537129604	0.5223413278
3e-05	-0.0001536729604	0.5244002024
3e-05	-0.0001536329604	0.515300291
3e-05	-0.0001535929604	0.5131156836
3e-05	-0.0001535529604	0.5291466156
3e-05	-0.0001535129604	0.5136657646
3e-05	-0.0001534729604	0.5154103072
3e-05	-0.0001534329604	0.5286436844
3e-05	-0.0001533929604	0.5114811572
3e-05	-0.0001533529604	0.5209739836
3e-05	-0.0001533129604	0.5252174656
3e-05	-0.0001532729604	0.5220269958
3e-05	-0.0001532329604	0.5270563078
3e-05	-0.0001531929604	0.5256103806
3e-05	-0.0001531529604	0.5117483394
3e-05	-0.0001531129604	0.5203138864
3e-05	-0.0001530729604	0.5283765022
3e-05	-0.0001530329604	0.5256103806
3e-05	-0.0001529929604	0.5364705512
3e-05	-0.0001529529604	0.519386607
3e-05	-0.0001529129604	0.5172019996
3e-05	-0.0001528729604	0.5124084366
3e-05	-0.0001528329604	0.5216812306
3e-05	-0.0001527929604	0.514042963
3e-05	-0.0001527529604	0.5158818052
3e-05	-0.0001527129604	0.5263176276
3e-05	-0.0001526729604	0.5286436844
3e-05	-0.0001526329604	0.5275120892
3e-05	-0.0001525929604	0.5104752948
3e-05	-0.0001525529604	0.5122198374
3e-05	-0.0001525129604	0.5235043562
3e-05	-0.0001524729604	0.5159603882
3e-05	-0.0001524329604	0.5118740722
3e-05	-0.0001523929604	0.5211311496
3e-05	-0.0001523529604	0.527402073
3e-05	-0.0001523129604	0.5124555864
3e-05	-0.0001522729604	0.5172805826
3e-05	-0.0001522329604	0.515143125
3e-05	-0.0001521929604	0.511292558
3e-05	-0.0001521529604	0.5115125904
3e-05	-0.0001521129604	0.5202038702
3e-05	-0.0001520729604	0.5304353768
3e-05	-0.0001520329604	0.5131471168
3e-05	-0.0001519929604	0.510663894
3e-05	-0.0001519529604	0.527480656
3e-05	-0.0001519129604	0.5262704778
3e-05	-0.0001518729604	0.5232686072
3e-05	-0.0001518329604	0.5199209714
3e-05	-0.0001517929604	0.5124555864
3e-05	-0.0001517529604	0.515064542
3e-05	-0.0001517129604	0.5219955626
3e-05	-0.0001516729604	0.5214454816
3e-05	-0.0001516329604	0.5195752062
3e-05	-0.0001515929604	0.5274335062
3e-05	-0.0001515529604	0.510428145
3e-05	-0.0001515129604	0.5228128258
3e-05	-0.0001514729604	0.510585311
3e-05	-0.0001514329604	0.5242430364
3e-05	-0.0001513929604	0.5251860324
3e-05	-0.0001513529604	0.5240858704
3e-05	-0.0001513129604	0.514435878
3e-05	-0.0001512729604	0.5202353034
3e-05	-0.0001512329604	0.5120312382
3e-05	-0.0001511929604	0.5282507694
3e-05	-0.0001511529604	0.5249817166
3e-05	-0.0001511129604	0.5281721864
3e-05	-0.0001510729604	0.5206282184
3e-05	-0.0001510329604	0.5159603882
3e-05	-0.0001509929604	0.5218698298
3e-05	-0.0001509529604	0.5111668252
3e-05	-0.0001509129604	0.5291937654
3e-05	-0.0001508729604	0.5230485748
3e-05	-0.0001508329604	0.5225770768
3e-05	-0.0001507929604	0.523080008
3e-05	-0.0001507529604	0.536046203
3e-05	-0.0001507129604	0.5165733356
3e-05	-0.0001506729604	0.5259247126
3e-05	-0.0001506329604	0.5280936034
3e-05	-0.0001505929604	0.5119526552
